SUB,Subject,LOCATION,Country,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HOUSNONFIN_T1B,Non-financial assets of households: lands,USA,United States,2011,2011,USD,US Dollar,0,Units,,,22860.217,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,USA,United States,2012,2012,USD,US Dollar,0,Units,,,27575.954,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,USA,United States,2013,2013,USD,US Dollar,0,Units,,,33042.524,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,USA,United States,2014,2014,USD,US Dollar,0,Units,,,35222.048,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,USA,United States,2015,2015,USD,US Dollar,0,Units,,,40360.345,,
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,CHL,Chile,2011,2011,PC,Percentage,0,Units,,,59.2,,
MIGEDUEMP_T1A,Employment rates of native-born population by educational attainment: low,CHL,Chile,2013,2013,PC,Percentage,0,Units,,,60.1,,
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,CHL,Chile,2011,2011,PC,Percentage,0,Units,,,83.7,,
MIGEDUEMP_T1B,Employment rates of native-born population by educational attainment: High,CHL,Chile,2013,2013,PC,Percentage,0,Units,,,81.2,,
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,CHL,Chile,2011,2011,PC,Percentage,0,Units,,,67.6,,
MIGEDUEMP_T1C,Employment rates of native-born population by educational attainment: Total,CHL,Chile,2013,2013,PC,Percentage,0,Units,,,68.7,,
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,CHL,Chile,2011,2011,PC,Percentage,0,Units,,,74,,
MIGEDUEMP_T1D,Employment rates of foreign-born population by educational attainment: low,CHL,Chile,2013,2013,PC,Percentage,0,Units,,,76.6,,
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,CHL,Chile,2011,2011,PC,Percentage,0,Units,,,82.1,,
MIGEDUEMP_T1E,Employment rates of foreign-born population by educational attainment: High,CHL,Chile,2013,2013,PC,Percentage,0,Units,,,85.6,,
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,CHL,Chile,2011,2011,PC,Percentage,0,Units,,,77.4,,
MIGEDUEMP_T1F,Employment rates of foreign-born population by educational attainment: Total,CHL,Chile,2013,2013,PC,Percentage,0,Units,,,81.4,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,IND,India,2011,2011,PC,Percentage,0,Units,,,18.526672,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,IND,India,2012,2012,PC,Percentage,0,Units,,,18.202353,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,IND,India,2013,2013,PC,Percentage,0,Units,,,18.588666,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,IND,India,2014,2014,PC,Percentage,0,Units,,,18.198546,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,IND,India,2015,2015,PC,Percentage,0,Units,,,17.708526,,
VALADDAC_T1B,Value added in industry; including energy,IND,India,2011,2011,PC,Percentage,0,Units,,,22.914781,,
VALADDAC_T1B,Value added in industry; including energy,IND,India,2012,2012,PC,Percentage,0,Units,,,22.537194,,
VALADDAC_T1B,Value added in industry; including energy,IND,India,2013,2013,PC,Percentage,0,Units,,,21.898747,,
VALADDAC_T1B,Value added in industry; including energy,IND,India,2014,2014,PC,Percentage,0,Units,,,21.462474,,
VALADDAC_T1B,Value added in industry; including energy,IND,India,2015,2015,PC,Percentage,0,Units,,,21.917752,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,IND,India,2011,2011,PC,Percentage,0,Units,,,17.43093,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,IND,India,2012,2012,PC,Percentage,0,Units,,,18.08151,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,IND,India,2013,2013,PC,Percentage,0,Units,,,18.087803,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,IND,India,2014,2014,PC,Percentage,0,Units,,,18.320109,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,IND,India,2015,2015,PC,Percentage,0,Units,,,18.328273,,
VALADDAC_T1G,Value added in real estate activities,IND,India,2011,2011,PC,Percentage,0,Units,,,18.883527,,
VALADDAC_T1G,Value added in real estate activities,IND,India,2012,2012,PC,Percentage,0,Units,,,19.305569,,
VALADDAC_T1G,Value added in real estate activities,IND,India,2013,2013,PC,Percentage,0,Units,,,19.969871,,
VALADDAC_T1G,Value added in real estate activities,IND,India,2014,2014,PC,Percentage,0,Units,,,20.543196,,
VALADDAC_T1G,Value added in real estate activities,IND,India,2015,2015,PC,Percentage,0,Units,,,20.938636,,
NETMIGR_T1G,Permanent inflows by category of entry: total,ISR,Israel,2014,2014,PER,Persons,3,Thousands,,,29058,,
NETMIGR_T1G,Permanent inflows by category of entry: total,ISR,Israel,2015,2015,PER,Persons,3,Thousands,,,33381,,
SELFEMPL_T1A,Self-employment rates: women,RUS,Russia,2012,2012,PC,Percentage,0,Units,,,6.03805,,
SELFEMPL_T1A,Self-employment rates: women,RUS,Russia,2013,2013,PC,Percentage,0,Units,,,6.396045,,
SELFEMPL_T1A,Self-employment rates: women,RUS,Russia,2014,2014,PC,Percentage,0,Units,,,6.254261,,
SELFEMPL_T1B,Self-employment rates: men,RUS,Russia,2012,2012,PC,Percentage,0,Units,,,7.759017,,
SELFEMPL_T1B,Self-employment rates: men,RUS,Russia,2013,2013,PC,Percentage,0,Units,,,8.118714,,
SELFEMPL_T1B,Self-employment rates: men,RUS,Russia,2014,2014,PC,Percentage,0,Units,,,8.129652,,
SELFEMPL_T1C,Self-employment rates: total,RUS,Russia,2012,2012,PC,Percentage,0,Units,,,6.915359,,
SELFEMPL_T1C,Self-employment rates: total,RUS,Russia,2013,2013,PC,Percentage,0,Units,,,7.276261,,
SELFEMPL_T1C,Self-employment rates: total,RUS,Russia,2014,2014,PC,Percentage,0,Units,,,7.213869,,
SVCTRADE_T1,Trade balance of services,EU28,European Union (28 countries),2011,2011,USD,US Dollar,9,Billions,,,157.7504,,
SVCTRADE_T1,Trade balance of services,EU28,European Union (28 countries),2012,2012,USD,US Dollar,9,Billions,,,190.4351,,
SVCTRADE_T1,Trade balance of services,EU28,European Union (28 countries),2013,2013,USD,US Dollar,9,Billions,,,225.6615,,
SVCTRADE_T1,Trade balance of services,EU28,European Union (28 countries),2014,2014,USD,US Dollar,9,Billions,,,224.0264,,
SVCTRADE_T1,Trade balance of services,EU28,European Union (28 countries),2015,2015,USD,US Dollar,9,Billions,,,152.5843,,
SVCTRADE_T2,Imports of services,EU28,European Union (28 countries),2011,2011,USD,US Dollar,9,Billions,,,688.0129,,
SVCTRADE_T2,Imports of services,EU28,European Union (28 countries),2012,2012,USD,US Dollar,9,Billions,,,678.8771,,
SVCTRADE_T2,Imports of services,EU28,European Union (28 countries),2013,2013,USD,US Dollar,9,Billions,,,725.9984,,
SVCTRADE_T2,Imports of services,EU28,European Union (28 countries),2014,2014,USD,US Dollar,9,Billions,,,784.3753,,
SVCTRADE_T2,Imports of services,EU28,European Union (28 countries),2015,2015,USD,US Dollar,9,Billions,,,797.2739,,
SVCTRADE_T3,Exports of services,EU28,European Union (28 countries),2011,2011,USD,US Dollar,9,Billions,,,845.7633,,
SVCTRADE_T3,Exports of services,EU28,European Union (28 countries),2012,2012,USD,US Dollar,9,Billions,,,869.3119,,
SVCTRADE_T3,Exports of services,EU28,European Union (28 countries),2013,2013,USD,US Dollar,9,Billions,,,951.6601,,
SVCTRADE_T3,Exports of services,EU28,European Union (28 countries),2014,2014,USD,US Dollar,9,Billions,,,1008.402,,
SVCTRADE_T3,Exports of services,EU28,European Union (28 countries),2015,2015,USD,US Dollar,9,Billions,,,949.8585,,
EMPLAGE_T1A,Employment rates for age group 15-24,EU28,European Union (28 countries),2011,2011,PC,Percentage,0,Units,,,33.35,,
EMPLAGE_T1A,Employment rates for age group 15-24,EU28,European Union (28 countries),2012,2012,PC,Percentage,0,Units,,,32.6,,
EMPLAGE_T1A,Employment rates for age group 15-24,EU28,European Union (28 countries),2013,2013,PC,Percentage,0,Units,,,32.175,,
EMPLAGE_T1A,Employment rates for age group 15-24,EU28,European Union (28 countries),2014,2014,PC,Percentage,0,Units,,,32.425,,
EMPLAGE_T1A,Employment rates for age group 15-24,EU28,European Union (28 countries),2015,2015,PC,Percentage,0,Units,,,33.125,,
EMPLAGE_T1B,Employment rates for age group 25-54,EU28,European Union (28 countries),2011,2011,PC,Percentage,0,Units,,,77.65,,
EMPLAGE_T1B,Employment rates for age group 25-54,EU28,European Union (28 countries),2012,2012,PC,Percentage,0,Units,,,77.3,,
EMPLAGE_T1B,Employment rates for age group 25-54,EU28,European Union (28 countries),2013,2013,PC,Percentage,0,Units,,,76.85,,
EMPLAGE_T1B,Employment rates for age group 25-54,EU28,European Union (28 countries),2014,2014,PC,Percentage,0,Units,,,77.425,,
EMPLAGE_T1B,Employment rates for age group 25-54,EU28,European Union (28 countries),2015,2015,PC,Percentage,0,Units,,,78,,
EMPLAGE_T1C,Employment rates for age group 55-64,EU28,European Union (28 countries),2011,2011,PC,Percentage,0,Units,,,47.225,,
EMPLAGE_T1C,Employment rates for age group 55-64,EU28,European Union (28 countries),2012,2012,PC,Percentage,0,Units,,,48.7,,
EMPLAGE_T1C,Employment rates for age group 55-64,EU28,European Union (28 countries),2013,2013,PC,Percentage,0,Units,,,50.1,,
EMPLAGE_T1C,Employment rates for age group 55-64,EU28,European Union (28 countries),2014,2014,PC,Percentage,0,Units,,,51.775,,
EMPLAGE_T1C,Employment rates for age group 55-64,EU28,European Union (28 countries),2015,2015,PC,Percentage,0,Units,,,53.25,,
PTEMPL_T1,Incidence of part-time employment,EU28,European Union (28 countries),2011,2011,PC,Percentage,0,Units,,,16.848477,,
PTEMPL_T1,Incidence of part-time employment,EU28,European Union (28 countries),2012,2012,PC,Percentage,0,Units,,,17.19167,,
PTEMPL_T1,Incidence of part-time employment,EU28,European Union (28 countries),2013,2013,PC,Percentage,0,Units,,,17.433602,,
PTEMPL_T1,Incidence of part-time employment,EU28,European Union (28 countries),2014,2014,PC,Percentage,0,Units,,,17.287716,,
PTEMPL_T1,Incidence of part-time employment,EU28,European Union (28 countries),2015,2015,PC,Percentage,0,Units,,,17.225876,,
LTUNEMP_T1,Long-term unemployment,EU28,European Union (28 countries),2011,2011,PC,Percentage,0,Units,,,42.528724,,
LTUNEMP_T1,Long-term unemployment,EU28,European Union (28 countries),2012,2012,PC,Percentage,0,Units,,,44.109508,,
LTUNEMP_T1,Long-term unemployment,EU28,European Union (28 countries),2013,2013,PC,Percentage,0,Units,,,46.924711,,
LTUNEMP_T1,Long-term unemployment,EU28,European Union (28 countries),2014,2014,PC,Percentage,0,Units,,,49.061467,,
LTUNEMP_T1,Long-term unemployment,EU28,European Union (28 countries),2015,2015,PC,Percentage,0,Units,,,48.355991,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,BEL,Belgium,2011,2011,PER,Persons,3,Thousands,,,6193,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,BEL,Belgium,2012,2012,PER,Persons,3,Thousands,,,1855,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,BEL,Belgium,2013,2013,PER,Persons,3,Thousands,,,736,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,BEL,Belgium,2014,2014,PER,Persons,3,Thousands,,,809,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,BEL,Belgium,2015,2015,PER,Persons,3,Thousands,,,295,,
NETMIGR_T1D,Permanent inflows by category of entry: family,ISR,Israel,2014,2014,PER,Persons,3,Thousands,,,4946,,
NETMIGR_T1D,Permanent inflows by category of entry: family,ISR,Israel,2015,2015,PER,Persons,3,Thousands,,,5473,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,ISR,Israel,2014,2014,PER,Persons,3,Thousands,,,24112,,
NETMIGR_T1F,Permanent inflows by category of entry: Other,ISR,Israel,2015,2015,PER,Persons,3,Thousands,,,27908,,
NETMIGR_T1C,Permanent inflows by category of entry: accompanying family of workers,RUS,Russia,2011,2011,PER,Persons,3,Thousands,,,0,,
TRANSPGOOD_T1,Inland goods transport,PRT,Portugal,2011,2011,TONNEKM,Tonnes-kilometres,9,Billions,,,40.158,,
TRANSPGOOD_T1,Inland goods transport,PRT,Portugal,2012,2012,TONNEKM,Tonnes-kilometres,9,Billions,,,32.548,,
TRANSPGOOD_T1,Inland goods transport,PRT,Portugal,2013,2013,TONNEKM,Tonnes-kilometres,9,Billions,,,39.216,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,KOR,Korea,2011,2011,USD,US Dollar,0,Units,,,23851.27,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,KOR,Korea,2012,2012,USD,US Dollar,0,Units,,,24459.314,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,KOR,Korea,2013,2013,USD,US Dollar,0,Units,,,24780.715,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,KOR,Korea,2014,2014,USD,US Dollar,0,Units,,,25476.206,,
HOUSNONFIN_T1A,Non-financial assets of households: dwellings,KOR,Korea,2015,2015,USD,US Dollar,0,Units,,,26853.832,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,KOR,Korea,2011,2011,USD,US Dollar,0,Units,,,76391.483,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,KOR,Korea,2012,2012,USD,US Dollar,0,Units,,,78216.14,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,KOR,Korea,2013,2013,USD,US Dollar,0,Units,,,78682.041,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,KOR,Korea,2014,2014,USD,US Dollar,0,Units,,,81825.736,,
HOUSNONFIN_T1B,Non-financial assets of households: lands,KOR,Korea,2015,2015,USD,US Dollar,0,Units,,,87582.481,,
HOUSNONFIN_T1C,Non-financial assets of households: other,KOR,Korea,2011,2011,USD,US Dollar,0,Units,,,9481.2761,,
HOUSNONFIN_T1C,Non-financial assets of households: other,KOR,Korea,2012,2012,USD,US Dollar,0,Units,,,9436.3179,,
HOUSNONFIN_T1C,Non-financial assets of households: other,KOR,Korea,2013,2013,USD,US Dollar,0,Units,,,9189.0924,,
HOUSNONFIN_T1C,Non-financial assets of households: other,KOR,Korea,2014,2014,USD,US Dollar,0,Units,,,9269.4465,,
HOUSNONFIN_T1C,Non-financial assets of households: other,KOR,Korea,2015,2015,USD,US Dollar,0,Units,,,9405.2535,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,USA,United States,2011,2011,PC,Percentage,0,Units,,,1.3667757,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,USA,United States,2012,2012,PC,Percentage,0,Units,,,1.2414413,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,USA,United States,2013,2013,PC,Percentage,0,Units,,,1.4263813,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,USA,United States,2014,2014,PC,Percentage,0,Units,,,1.2578605,,
VALADDAC_T1A,Value added in agriculture; hunting and forestry; fishing,USA,United States,2015,2015,PC,Percentage,0,Units,,,1.1047142,,
VALADDAC_T1B,Value added in industry; including energy,USA,United States,2011,2011,PC,Percentage,0,Units,,,17.008874,,
VALADDAC_T1B,Value added in industry; including energy,USA,United States,2012,2012,PC,Percentage,0,Units,,,16.827664,,
VALADDAC_T1B,Value added in industry; including energy,USA,United States,2013,2013,PC,Percentage,0,Units,,,16.891816,,
VALADDAC_T1B,Value added in industry; including energy,USA,United States,2014,2014,PC,Percentage,0,Units,,,16.899043,,
VALADDAC_T1B,Value added in industry; including energy,USA,United States,2015,2015,PC,Percentage,0,Units,,,15.857834,,
VALADDAC_T1C,Value added in construction,USA,United States,2011,2011,PC,Percentage,0,Units,,,3.6350488,,
VALADDAC_T1C,Value added in construction,USA,United States,2012,2012,PC,Percentage,0,Units,,,3.7299459,,
VALADDAC_T1C,Value added in construction,USA,United States,2013,2013,PC,Percentage,0,Units,,,3.8432044,,
VALADDAC_T1C,Value added in construction,USA,United States,2014,2014,PC,Percentage,0,Units,,,3.9977895,,
VALADDAC_T1C,Value added in construction,USA,United States,2015,2015,PC,Percentage,0,Units,,,4.2159724,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,USA,United States,2011,2011,PC,Percentage,0,Units,,,15.945096,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,USA,United States,2012,2012,PC,Percentage,0,Units,,,16.088272,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,USA,United States,2013,2013,PC,Percentage,0,Units,,,16.17684,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,USA,United States,2014,2014,PC,Percentage,0,Units,,,16.277223,,
VALADDAC_T1D,Value added in distributive trade; repairs; transport; accommodation and food services activities,USA,United States,2015,2015,PC,Percentage,0,Units,,,16.568272,,
VALADDAC_T1E,Value added in Information and communication,USA,United States,2011,2011,PC,Percentage,0,Units,,,5.9845705,,
VALADDAC_T1E,Value added in Information and communication,USA,United States,2012,2012,PC,Percentage,0,Units,,,5.9481884,,
VALADDAC_T1E,Value added in Information and communication,USA,United States,2013,2013,PC,Percentage,0,Units,,,6.1124331,,
VALADDAC_T1E,Value added in Information and communication,USA,United States,2014,2014,PC,Percentage,0,Units,,,5.9261595,,
VALADDAC_T1E,Value added in Information and communication,USA,United States,2015,2015,PC,Percentage,0,Units,,,6.2135828,,
VALADDAC_T1F,Value added in financial and insurance activities,USA,United States,2011,2011,PC,Percentage,0,Units,,,6.7669305,,
VALADDAC_T1F,Value added in financial and insurance activities,USA,United States,2012,2012,PC,Percentage,0,Units,,,7.1647691,,
VALADDAC_T1F,Value added in financial and insurance activities,USA,United States,2013,2013,PC,Percentage,0,Units,,,6.8913544,,
VALADDAC_T1F,Value added in financial and insurance activities,USA,United States,2014,2014,PC,Percentage,0,Units,,,7.2768617,,
VALADDAC_T1F,Value added in financial and insurance activities,USA,United States,2015,2015,PC,Percentage,0,Units,,,7.5813754,,
VALADDAC_T1G,Value added in real estate activities,USA,United States,2011,2011,PC,Percentage,0,Units,,,12.41481,,
VALADDAC_T1G,Value added in real estate activities,USA,United States,2012,2012,PC,Percentage,0,Units,,,12.310969,,
VALADDAC_T1G,Value added in real estate activities,USA,United States,2013,2013,PC,Percentage,0,Units,,,12.326064,,
VALADDAC_T1G,Value added in real estate activities,USA,United States,2014,2014,PC,Percentage,0,Units,,,12.311198,,
VALADDAC_T1G,Value added in real estate activities,USA,United States,2015,2015,PC,Percentage,0,Units,,,12.400897,,
VALADDAC_T1C,Value added in construction,ISR,Israel,2011,2011,PC,Percentage,0,Units,,,5.7671255,,
VALADDAC_T1C,Value added in construction,ISR,Israel,2012,2012,PC,Percentage,0,Units,,,5.899368,,
VALADDAC_T1C,Value added in construction,ISR,Israel,2013,2013,PC,Percentage,0,Units,,,6.0614061,,
VALADDAC_T1C,Value added in construction,ISR,Israel,2014,2014,PC,Percentage,0,Units,,,6.0930261,,
VALADDAC_T1C,Value added in construction,ISR,Israel,2015,2015,PC,Percentage,0,Units,,,5.88357,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,DEU,Germany,2011,2011,PC,Percentage,0,Units,,,16.87167,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,DEU,Germany,2012,2012,PC,Percentage,0,Units,,,16.79488,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,DEU,Germany,2013,2013,PC,Percentage,0,Units,,,16.89515,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,DEU,Germany,2014,2014,PC,Percentage,0,Units,,,16.86823,,
HOUSWEALTH_T1E,Financial asset of households: Life insurance and annuities,DEU,Germany,2015,2015,PC,Percentage,0,Units,,,16.6991,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,DEU,Germany,2011,2011,PC,Percentage,0,Units,,,13.97477,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,DEU,Germany,2012,2012,PC,Percentage,0,Units,,,14.0542,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,DEU,Germany,2013,2013,PC,Percentage,0,Units,,,14.12248,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,DEU,Germany,2014,2014,PC,Percentage,0,Units,,,14.32569,,
HOUSWEALTH_T1F,Financial asset of households: Pension funds,DEU,Germany,2015,2015,PC,Percentage,0,Units,,,14.28578,,
SOCEXPND_T1C,Net social expenditure,GRC,Greece,2011,2011,PC,Percentage,0,Units,,,22.968,,
SOCEXPND_T1C,Net social expenditure,GRC,Greece,2013,2013,PC,Percentage,0,Units,,,22.294,,
SOCEXPND_T1C,Net social expenditure,GRC,Greece,2015,2015,PC,Percentage,0,Units,,,22.368,,
SOCEXPND_T1C,Net social expenditure,HUN,Hungary,2011,2011,PC,Percentage,0,Units,,,20.638,,
SOCEXPND_T1C,Net social expenditure,HUN,Hungary,2013,2013,PC,Percentage,0,Units,,,19.509,,
SOCEXPND_T1C,Net social expenditure,HUN,Hungary,2015,2015,PC,Percentage,0,Units,,,18.091,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,ISL,Iceland,2014,2014,PC,Percentage,0,Units,,,4.196026,,
HOUSWEALTH_T1B,Financial asset of households: Debt securities,ISL,Iceland,2015,2015,PC,Percentage,0,Units,,,4.003047,,
GOVDEBT_T1,Adjusted general government debt-to-GDP (excluding unfunded pension liabilities),ISL,Iceland,2011,2011,PC,Percentage,0,Units,,,94.3742,,
GOVDEBT_T1,Adjusted general government debt-to-GDP (excluding unfunded pension liabilities),ISL,Iceland,2012,2012,PC,Percentage,0,Units,,,92.06346,,
GOVDEBT_T1,Adjusted general government debt-to-GDP (excluding unfunded pension liabilities),ISL,Iceland,2013,2013,PC,Percentage,0,Units,,,84.21754,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,IRL,Ireland,2011,2011,GRWH,Growth rate,0,Units,,,16.389872,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,IRL,Ireland,2012,2012,GRWH,Growth rate,0,Units,,,-18.893601,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,IRL,Ireland,2013,2013,GRWH,Growth rate,0,Units,,,3.2968238,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,IRL,Ireland,2014,2014,GRWH,Growth rate,0,Units,,,25.961998,,
EVOVA_T1A,Real value added in agriculture; hunting and forestry; fishing,IRL,Ireland,2015,2015,GRWH,Growth rate,0,Units,,,5.9230058,,
EVOVA_T1B,Real value added in industry; including energy,IRL,Ireland,2011,2011,GRWH,Growth rate,0,Units,,,2.7711078,,
EVOVA_T1B,Real value added in industry; including energy,IRL,Ireland,2012,2012,GRWH,Growth rate,0,Units,,,-1.4522191,,
EVOVA_T1B,Real value added in industry; including energy,IRL,Ireland,2013,2013,GRWH,Growth rate,0,Units,,,-3.1961139,,
EVOVA_T1B,Real value added in industry; including energy,IRL,Ireland,2014,2014,GRWH,Growth rate,0,Units,,,10.455637,,
EVOVA_T1B,Real value added in industry; including energy,IRL,Ireland,2015,2015,GRWH,Growth rate,0,Units,,,81.540024,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,IRL,Ireland,2011,2011,GRWH,Growth rate,0,Units,,,-1.0774418,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,IRL,Ireland,2012,2012,GRWH,Growth rate,0,Units,,,-0.94221898,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,IRL,Ireland,2013,2013,GRWH,Growth rate,0,Units,,,1.6365623,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,IRL,Ireland,2014,2014,GRWH,Growth rate,0,Units,,,6.2645041,,
EVOVA_T1D,Real value added in distributive trade; repairs; transport; accommodation and food services activities,IRL,Ireland,2015,2015,GRWH,Growth rate,0,Units,,,7.724992,,
EVOVA_T1E,Real value added in Information and communication,IRL,Ireland,2011,2011,GRWH,Growth rate,0,Units,,,2.3043037,,
EVOVA_T1E,Real value added in Information and communication,IRL,Ireland,2012,2012,GRWH,Growth rate,0,Units,,,-0.61204286,,
EVOVA_T1E,Real value added in Information and communication,IRL,Ireland,2013,2013,GRWH,Growth rate,0,Units,,,10.178932,,
EVOVA_T1E,Real value added in Information and communication,IRL,Ireland,2014,2014,GRWH,Growth rate,0,Units,,,14.549338,,
EVOVA_T1E,Real value added in Information and communication,IRL,Ireland,2015,2015,GRWH,Growth rate,0,Units,,,13.15063,,
EVOVA_T1F,Real value added in financial and insurance activities,IRL,Ireland,2011,2011,GRWH,Growth rate,0,Units,,,32.528904,,
EVOVA_T1F,Real value added in financial and insurance activities,IRL,Ireland,2012,2012,GRWH,Growth rate,0,Units,,,-9.123947,,
EVOVA_T1F,Real value added in financial and insurance activities,IRL,Ireland,2013,2013,GRWH,Growth rate,0,Units,,,-4.4473215,,
EVOVA_T1F,Real value added in financial and insurance activities,IRL,Ireland,2014,2014,GRWH,Growth rate,0,Units,,,11.266945,,
EVOVA_T1F,Real value added in financial and insurance activities,IRL,Ireland,2015,2015,GRWH,Growth rate,0,Units,,,12.630096,,
EVOVA_T1G,Real value added in real estate activities,IRL,Ireland,2011,2011,GRWH,Growth rate,0,Units,,,0.68860608,,
EVOVA_T1G,Real value added in real estate activities,IRL,Ireland,2012,2012,GRWH,Growth rate,0,Units,,,1.1437611,,
EVOVA_T1G,Real value added in real estate activities,IRL,Ireland,2013,2013,GRWH,Growth rate,0,Units,,,0.94796758,,
EVOVA_T1G,Real value added in real estate activities,IRL,Ireland,2014,2014,GRWH,Growth rate,0,Units,,,2.4740656,,
EVOVA_T1G,Real value added in real estate activities,IRL,Ireland,2015,2015,GRWH,Growth rate,0,Units,,,0.28034677,,
SOCEXPND_T1C,Net social expenditure,TUR,Turkey,2011,2011,PC,Percentage,0,Units,,,10.918,,
SOCEXPND_T1C,Net social expenditure,TUR,Turkey,2013,2013,PC,Percentage,0,Units,,,10.807,,
SOCEXPND_T1C,Net social expenditure,TUR,Turkey,2015,2015,PC,Percentage,0,Units,,,11.249,,
MIGFORPOP_T1B,Foreign population,AUT,Austria,2011,2011,PC,Percentage,0,Units,,,11.342,,
MIGFORPOP_T1B,Foreign population,AUT,Austria,2012,2012,PC,Percentage,0,Units,,,11.918,,
MIGFORPOP_T1B,Foreign population,AUT,Austria,2013,2013,PC,Percentage,0,Units,,,12.589,,
MIGFORPOP_T1B,Foreign population,CZE,Czech Republic,2011,2011,PC,Percentage,0,Units,,,4.136,,
MIGFORPOP_T1B,Foreign population,CZE,Czech Republic,2012,2012,PC,Percentage,0,Units,,,4.148,,
MIGFORPOP_T1B,Foreign population,CZE,Czech Republic,2013,2013,PC,Percentage,0,Units,,,4.178,,
MIGFORPOP_T1B,Foreign population,ITA,Italy,2011,2011,PC,Percentage,0,Units,,,7.999,,
MIGFORPOP_T1B,Foreign population,ITA,Italy,2012,2012,PC,Percentage,0,Units,,,7.251,,
MIGFORPOP_T1B,Foreign population,ITA,Italy,2013,2013,PC,Percentage,0,Units,,,8.113,,
MIGFORPOP_T1B,Foreign population,NLD,Netherlands,2011,2011,PC,Percentage,0,Units,,,4.709,,
MIGFORPOP_T1B,Foreign population,NLD,Netherlands,2012,2012,PC,Percentage,0,Units,,,4.752,,
MIGFORPOP_T1B,Foreign population,NLD,Netherlands,2013,2013,PC,Percentage,0,Units,,,4.856,,
